"","Date","Site Name","COUNTY","mean.AQI","mean.latitude","mean.longitude","Month","Year","Ozone","PM2.5"
"1",2018-01-01,"Bryson City","Swain",35,35.434767,-83.442133,1,2018,NA,"PM2.5"
"2",2018-01-01,"Castle Hayne","New Hanover",13,34.364167,-77.838611,1,2018,NA,"PM2.5"
"3",2018-01-01,"Clemmons Middle","Forsyth",24,36.026,-80.342,1,2018,NA,"PM2.5"
"4",2018-01-01,"Durham Armory","Durham",31,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"5",2018-01-01,"Garinger High School","Mecklenburg",32,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"6",2018-01-01,"Garinger High School","Mecklenburg",20,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"7",2018-01-01,"Hattie Avenue","Forsyth",22,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"8",2018-01-01,"Leggett","Edgecombe",14,35.988278,-77.5843,1,2018,NA,"PM2.5"
"9",2018-01-01,"Millbrook School","Wake",34,35.856111,-78.574167,1,2018,"Ozone",NA
"10",2018-01-01,"Millbrook School","Wake",28,35.856111,-78.574167,1,2018,NA,"PM2.5"
"11",2018-01-01,"Pitt Agri. Center","Pitt",15,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"12",2018-01-01,"West Johnston Co.","Johnston",24,35.59095,-78.4622,1,2018,NA,"PM2.5"
"13",2018-01-02,"Bryson City","Swain",51,35.434767,-83.442133,1,2018,NA,"PM2.5"
"14",2018-01-02,"Castle Hayne","New Hanover",15,34.364167,-77.838611,1,2018,NA,"PM2.5"
"15",2018-01-02,"Clemmons Middle","Forsyth",40,36.026,-80.342,1,2018,NA,"PM2.5"
"16",2018-01-02,"Durham Armory","Durham",37,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"17",2018-01-02,"Frying Pan Mountain","Haywood",7,35.379167,-82.7925,1,2018,NA,"PM2.5"
"18",2018-01-02,"Garinger High School","Mecklenburg",31,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"19",2018-01-02,"Garinger High School","Mecklenburg",38,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"20",2018-01-02,"Hattie Avenue","Forsyth",25.5,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"21",2018-01-02,"Leggett","Edgecombe",20,35.988278,-77.5843,1,2018,NA,"PM2.5"
"22",2018-01-02,"Linville Falls","Avery",12,35.972347,-81.933072,1,2018,NA,"PM2.5"
"23",2018-01-02,"Millbrook School","Wake",31,35.856111,-78.574167,1,2018,"Ozone",NA
"24",2018-01-02,"Millbrook School","Wake",38.5,35.856111,-78.574167,1,2018,NA,"PM2.5"
"25",2018-01-02,"Pitt Agri. Center","Pitt",28,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"26",2018-01-02,"West Johnston Co.","Johnston",35,35.59095,-78.4622,1,2018,NA,"PM2.5"
"27",2018-01-03,"Bryson City","Swain",44,35.434767,-83.442133,1,2018,NA,"PM2.5"
"28",2018-01-03,"Castle Hayne","New Hanover",18,34.364167,-77.838611,1,2018,NA,"PM2.5"
"29",2018-01-03,"Clemmons Middle","Forsyth",68,36.026,-80.342,1,2018,NA,"PM2.5"
"30",2018-01-03,"Durham Armory","Durham",58,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"31",2018-01-03,"Garinger High School","Mecklenburg",21,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"32",2018-01-03,"Garinger High School","Mecklenburg",59,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"33",2018-01-03,"Hattie Avenue","Forsyth",55,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"34",2018-01-03,"Leggett","Edgecombe",23,35.988278,-77.5843,1,2018,NA,"PM2.5"
"35",2018-01-03,"Mendenhall School","Guilford",60,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"36",2018-01-03,"Millbrook School","Wake",30,35.856111,-78.574167,1,2018,"Ozone",NA
"37",2018-01-03,"Millbrook School","Wake",61,35.856111,-78.574167,1,2018,NA,"PM2.5"
"38",2018-01-03,"Pitt Agri. Center","Pitt",34,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"39",2018-01-03,"West Johnston Co.","Johnston",47,35.59095,-78.4622,1,2018,NA,"PM2.5"
"40",2018-01-04,"Bryson City","Swain",28,35.434767,-83.442133,1,2018,NA,"PM2.5"
"41",2018-01-04,"Castle Hayne","New Hanover",19,34.364167,-77.838611,1,2018,NA,"PM2.5"
"42",2018-01-04,"Clemmons Middle","Forsyth",42,36.026,-80.342,1,2018,NA,"PM2.5"
"43",2018-01-04,"Durham Armory","Durham",40,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"44",2018-01-04,"Garinger High School","Mecklenburg",30,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"45",2018-01-04,"Garinger High School","Mecklenburg",39,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"46",2018-01-04,"Hattie Avenue","Forsyth",35,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"47",2018-01-04,"Leggett","Edgecombe",23,35.988278,-77.5843,1,2018,NA,"PM2.5"
"48",2018-01-04,"Mendenhall School","Guilford",25,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"49",2018-01-04,"Millbrook School","Wake",32,35.856111,-78.574167,1,2018,"Ozone",NA
"50",2018-01-04,"Millbrook School","Wake",39,35.856111,-78.574167,1,2018,NA,"PM2.5"
"51",2018-01-04,"Pitt Agri. Center","Pitt",25,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"52",2018-01-04,"West Johnston Co.","Johnston",30,35.59095,-78.4622,1,2018,NA,"PM2.5"
"53",2018-01-05,"Bryson City","Swain",30,35.434767,-83.442133,1,2018,NA,"PM2.5"
"54",2018-01-05,"Castle Hayne","New Hanover",15,34.364167,-77.838611,1,2018,NA,"PM2.5"
"55",2018-01-05,"Clemmons Middle","Forsyth",37,36.026,-80.342,1,2018,NA,"PM2.5"
"56",2018-01-05,"Durham Armory","Durham",32.5,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"57",2018-01-05,"Frying Pan Mountain","Haywood",13,35.379167,-82.7925,1,2018,NA,"PM2.5"
"58",2018-01-05,"Garinger High School","Mecklenburg",30,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"59",2018-01-05,"Garinger High School","Mecklenburg",32,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"60",2018-01-05,"Hattie Avenue","Forsyth",27,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"61",2018-01-05,"Leggett","Edgecombe",9,35.988278,-77.5843,1,2018,NA,"PM2.5"
"62",2018-01-05,"Linville Falls","Avery",15,35.972347,-81.933072,1,2018,NA,"PM2.5"
"63",2018-01-05,"Mendenhall School","Guilford",23,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"64",2018-01-05,"Millbrook School","Wake",33,35.856111,-78.574167,1,2018,"Ozone",NA
"65",2018-01-05,"Millbrook School","Wake",32,35.856111,-78.574167,1,2018,NA,"PM2.5"
"66",2018-01-05,"Pitt Agri. Center","Pitt",21,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"67",2018-01-05,"West Johnston Co.","Johnston",32,35.59095,-78.4622,1,2018,NA,"PM2.5"
"68",2018-01-06,"Bryson City","Swain",35,35.434767,-83.442133,1,2018,NA,"PM2.5"
"69",2018-01-06,"Castle Hayne","New Hanover",21,34.364167,-77.838611,1,2018,NA,"PM2.5"
"70",2018-01-06,"Clemmons Middle","Forsyth",35,36.026,-80.342,1,2018,NA,"PM2.5"
"71",2018-01-06,"Durham Armory","Durham",32,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"72",2018-01-06,"Garinger High School","Mecklenburg",31,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"73",2018-01-06,"Garinger High School","Mecklenburg",40,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"74",2018-01-06,"Hattie Avenue","Forsyth",22,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"75",2018-01-06,"Leggett","Edgecombe",8,35.988278,-77.5843,1,2018,NA,"PM2.5"
"76",2018-01-06,"Mendenhall School","Guilford",23,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"77",2018-01-06,"Millbrook School","Wake",33,35.856111,-78.574167,1,2018,"Ozone","PM2.5"
"78",2018-01-06,"Pitt Agri. Center","Pitt",17,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"79",2018-01-06,"West Johnston Co.","Johnston",29,35.59095,-78.4622,1,2018,NA,"PM2.5"
"80",2018-01-07,"Bryson City","Swain",54,35.434767,-83.442133,1,2018,NA,"PM2.5"
"81",2018-01-07,"Castle Hayne","New Hanover",9,34.364167,-77.838611,1,2018,NA,"PM2.5"
"82",2018-01-07,"Clemmons Middle","Forsyth",49,36.026,-80.342,1,2018,NA,"PM2.5"
"83",2018-01-07,"Durham Armory","Durham",39,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"84",2018-01-07,"Garinger High School","Mecklenburg",31,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"85",2018-01-07,"Garinger High School","Mecklenburg",47,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"86",2018-01-07,"Hattie Avenue","Forsyth",28,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"87",2018-01-07,"Leggett","Edgecombe",15,35.988278,-77.5843,1,2018,NA,"PM2.5"
"88",2018-01-07,"Mendenhall School","Guilford",38,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"89",2018-01-07,"Millbrook School","Wake",34,35.856111,-78.574167,1,2018,"Ozone",NA
"90",2018-01-07,"Millbrook School","Wake",48,35.856111,-78.574167,1,2018,NA,"PM2.5"
"91",2018-01-07,"Pitt Agri. Center","Pitt",18,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"92",2018-01-07,"West Johnston Co.","Johnston",27,35.59095,-78.4622,1,2018,NA,"PM2.5"
"93",2018-01-08,"Bryson City","Swain",71,35.434767,-83.442133,1,2018,NA,"PM2.5"
"94",2018-01-08,"Castle Hayne","New Hanover",11,34.364167,-77.838611,1,2018,NA,"PM2.5"
"95",2018-01-08,"Clemmons Middle","Forsyth",52,36.026,-80.342,1,2018,NA,"PM2.5"
"96",2018-01-08,"Durham Armory","Durham",34.5,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"97",2018-01-08,"Frying Pan Mountain","Haywood",3,35.379167,-82.7925,1,2018,NA,"PM2.5"
"98",2018-01-08,"Garinger High School","Mecklenburg",16,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"99",2018-01-08,"Garinger High School","Mecklenburg",53,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"100",2018-01-08,"Hattie Avenue","Forsyth",40,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"101",2018-01-08,"Leggett","Edgecombe",40,35.988278,-77.5843,1,2018,NA,"PM2.5"
"102",2018-01-08,"Linville Falls","Avery",22,35.972347,-81.933072,1,2018,NA,"PM2.5"
"103",2018-01-08,"Mendenhall School","Guilford",44,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"104",2018-01-08,"Millbrook School","Wake",27,35.856111,-78.574167,1,2018,"Ozone",NA
"105",2018-01-08,"Millbrook School","Wake",42.5,35.856111,-78.574167,1,2018,NA,"PM2.5"
"106",2018-01-08,"Pitt Agri. Center","Pitt",31,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"107",2018-01-08,"West Johnston Co.","Johnston",38,35.59095,-78.4622,1,2018,NA,"PM2.5"
"108",2018-01-09,"Bryson City","Swain",78,35.434767,-83.442133,1,2018,NA,"PM2.5"
"109",2018-01-09,"Castle Hayne","New Hanover",20,34.364167,-77.838611,1,2018,NA,"PM2.5"
"110",2018-01-09,"Clemmons Middle","Forsyth",60,36.026,-80.342,1,2018,NA,"PM2.5"
"111",2018-01-09,"Durham Armory","Durham",49,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"112",2018-01-09,"Garinger High School","Mecklenburg",28,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"113",2018-01-09,"Garinger High School","Mecklenburg",53,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"114",2018-01-09,"Hattie Avenue","Forsyth",54,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"115",2018-01-09,"Leggett","Edgecombe",19,35.988278,-77.5843,1,2018,NA,"PM2.5"
"116",2018-01-09,"Mendenhall School","Guilford",43,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"117",2018-01-09,"Millbrook School","Wake",30,35.856111,-78.574167,1,2018,"Ozone",NA
"118",2018-01-09,"Millbrook School","Wake",35,35.856111,-78.574167,1,2018,NA,"PM2.5"
"119",2018-01-09,"Pitt Agri. Center","Pitt",31,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"120",2018-01-09,"West Johnston Co.","Johnston",43,35.59095,-78.4622,1,2018,NA,"PM2.5"
"121",2018-01-10,"Bryson City","Swain",56,35.434767,-83.442133,1,2018,NA,"PM2.5"
"122",2018-01-10,"Castle Hayne","New Hanover",14,34.364167,-77.838611,1,2018,NA,"PM2.5"
"123",2018-01-10,"Clemmons Middle","Forsyth",39,36.026,-80.342,1,2018,NA,"PM2.5"
"124",2018-01-10,"Durham Armory","Durham",39,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"125",2018-01-10,"Garinger High School","Mecklenburg",31,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"126",2018-01-10,"Garinger High School","Mecklenburg",38,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"127",2018-01-10,"Hattie Avenue","Forsyth",32,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"128",2018-01-10,"Leggett","Edgecombe",35,35.988278,-77.5843,1,2018,NA,"PM2.5"
"129",2018-01-10,"Mendenhall School","Guilford",29,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"130",2018-01-10,"Millbrook School","Wake",33,35.856111,-78.574167,1,2018,"Ozone",NA
"131",2018-01-10,"Millbrook School","Wake",22,35.856111,-78.574167,1,2018,NA,"PM2.5"
"132",2018-01-10,"Pitt Agri. Center","Pitt",37,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"133",2018-01-10,"West Johnston Co.","Johnston",35,35.59095,-78.4622,1,2018,NA,"PM2.5"
"134",2018-01-11,"Bryson City","Swain",17,35.434767,-83.442133,1,2018,NA,"PM2.5"
"135",2018-01-11,"Castle Hayne","New Hanover",12,34.364167,-77.838611,1,2018,NA,"PM2.5"
"136",2018-01-11,"Clemmons Middle","Forsyth",59,36.026,-80.342,1,2018,NA,"PM2.5"
"137",2018-01-11,"Durham Armory","Durham",43.5,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"138",2018-01-11,"Frying Pan Mountain","Haywood",0,35.379167,-82.7925,1,2018,NA,"PM2.5"
"139",2018-01-11,"Garinger High School","Mecklenburg",26,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"140",2018-01-11,"Garinger High School","Mecklenburg",35,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"141",2018-01-11,"Hattie Avenue","Forsyth",48.5,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"142",2018-01-11,"Leggett","Edgecombe",34,35.988278,-77.5843,1,2018,NA,"PM2.5"
"143",2018-01-11,"Linville Falls","Avery",3,35.972347,-81.933072,1,2018,NA,"PM2.5"
"144",2018-01-11,"Mendenhall School","Guilford",55,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"145",2018-01-11,"Millbrook School","Wake",26,35.856111,-78.574167,1,2018,"Ozone",NA
"146",2018-01-11,"Millbrook School","Wake",23,35.856111,-78.574167,1,2018,NA,"PM2.5"
"147",2018-01-11,"Pitt Agri. Center","Pitt",27.5,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"148",2018-01-11,"West Johnston Co.","Johnston",41,35.59095,-78.4622,1,2018,NA,"PM2.5"
"149",2018-01-12,"Bryson City","Swain",10,35.434767,-83.442133,1,2018,NA,"PM2.5"
"150",2018-01-12,"Castle Hayne","New Hanover",0,34.364167,-77.838611,1,2018,NA,"PM2.5"
"151",2018-01-12,"Clemmons Middle","Forsyth",23,36.026,-80.342,1,2018,NA,"PM2.5"
"152",2018-01-12,"Durham Armory","Durham",5,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"153",2018-01-12,"Garinger High School","Mecklenburg",33,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"154",2018-01-12,"Garinger High School","Mecklenburg",20,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"155",2018-01-12,"Hattie Avenue","Forsyth",23,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"156",2018-01-12,"Leggett","Edgecombe",8,35.988278,-77.5843,1,2018,NA,"PM2.5"
"157",2018-01-12,"Mendenhall School","Guilford",15,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"158",2018-01-12,"Millbrook School","Wake",35,35.856111,-78.574167,1,2018,"Ozone",NA
"159",2018-01-12,"Millbrook School","Wake",0,35.856111,-78.574167,1,2018,NA,"PM2.5"
"160",2018-01-12,"Pitt Agri. Center","Pitt",12,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"161",2018-01-12,"West Johnston Co.","Johnston",13,35.59095,-78.4622,1,2018,NA,"PM2.5"
"162",2018-01-13,"Bryson City","Swain",18,35.434767,-83.442133,1,2018,NA,"PM2.5"
"163",2018-01-13,"Castle Hayne","New Hanover",10,34.364167,-77.838611,1,2018,NA,"PM2.5"
"164",2018-01-13,"Clemmons Middle","Forsyth",10,36.026,-80.342,1,2018,NA,"PM2.5"
"165",2018-01-13,"Durham Armory","Durham",20,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"166",2018-01-13,"Garinger High School","Mecklenburg",32,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"167",2018-01-13,"Garinger High School","Mecklenburg",15,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"168",2018-01-13,"Hattie Avenue","Forsyth",10,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"169",2018-01-13,"Leggett","Edgecombe",0,35.988278,-77.5843,1,2018,NA,"PM2.5"
"170",2018-01-13,"Mendenhall School","Guilford",12,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"171",2018-01-13,"Millbrook School","Wake",32,35.856111,-78.574167,1,2018,"Ozone",NA
"172",2018-01-13,"Millbrook School","Wake",24,35.856111,-78.574167,1,2018,NA,"PM2.5"
"173",2018-01-13,"Pitt Agri. Center","Pitt",3,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"174",2018-01-13,"West Johnston Co.","Johnston",8,35.59095,-78.4622,1,2018,NA,"PM2.5"
"175",2018-01-14,"Bryson City","Swain",28,35.434767,-83.442133,1,2018,NA,"PM2.5"
"176",2018-01-14,"Castle Hayne","New Hanover",10,34.364167,-77.838611,1,2018,NA,"PM2.5"
"177",2018-01-14,"Clemmons Middle","Forsyth",25,36.026,-80.342,1,2018,NA,"PM2.5"
"178",2018-01-14,"Durham Armory","Durham",20,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"179",2018-01-14,"Frying Pan Mountain","Haywood",6,35.379167,-82.7925,1,2018,NA,"PM2.5"
"180",2018-01-14,"Garinger High School","Mecklenburg",31,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"181",2018-01-14,"Garinger High School","Mecklenburg",26.5,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"182",2018-01-14,"Hattie Avenue","Forsyth",20.3333333333333,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"183",2018-01-14,"Leggett","Edgecombe",10,35.988278,-77.5843,1,2018,NA,"PM2.5"
"184",2018-01-14,"Linville Falls","Avery",10,35.972347,-81.933072,1,2018,NA,"PM2.5"
"185",2018-01-14,"Mendenhall School","Guilford",22,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"186",2018-01-14,"Millbrook School","Wake",19.5,35.856111,-78.574167,1,2018,NA,"PM2.5"
"187",2018-01-14,"Pitt Agri. Center","Pitt",15.5,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"188",2018-01-14,"West Johnston Co.","Johnston",15,35.59095,-78.4622,1,2018,NA,"PM2.5"
"189",2018-01-15,"Bryson City","Swain",43,35.434767,-83.442133,1,2018,NA,"PM2.5"
"190",2018-01-15,"Castle Hayne","New Hanover",21,34.364167,-77.838611,1,2018,NA,"PM2.5"
"191",2018-01-15,"Clemmons Middle","Forsyth",30,36.026,-80.342,1,2018,NA,"PM2.5"
"192",2018-01-15,"Durham Armory","Durham",44,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"193",2018-01-15,"Garinger High School","Mecklenburg",27,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"194",2018-01-15,"Garinger High School","Mecklenburg",43,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"195",2018-01-15,"Hattie Avenue","Forsyth",30,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"196",2018-01-15,"Leggett","Edgecombe",24,35.988278,-77.5843,1,2018,NA,"PM2.5"
"197",2018-01-15,"Mendenhall School","Guilford",40,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"198",2018-01-15,"Millbrook School","Wake",35,35.856111,-78.574167,1,2018,NA,"PM2.5"
"199",2018-01-15,"Pitt Agri. Center","Pitt",30,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"200",2018-01-15,"West Johnston Co.","Johnston",35,35.59095,-78.4622,1,2018,NA,"PM2.5"
"201",2018-01-16,"Bryson City","Swain",52,35.434767,-83.442133,1,2018,NA,"PM2.5"
"202",2018-01-16,"Castle Hayne","New Hanover",20,34.364167,-77.838611,1,2018,NA,"PM2.5"
"203",2018-01-16,"Clemmons Middle","Forsyth",69,36.026,-80.342,1,2018,NA,"PM2.5"
"204",2018-01-16,"Durham Armory","Durham",60,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"205",2018-01-16,"Garinger High School","Mecklenburg",28,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"206",2018-01-16,"Garinger High School","Mecklenburg",61,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"207",2018-01-16,"Hattie Avenue","Forsyth",68,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"208",2018-01-16,"Leggett","Edgecombe",29,35.988278,-77.5843,1,2018,NA,"PM2.5"
"209",2018-01-16,"Mendenhall School","Guilford",70,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"210",2018-01-16,"Millbrook School","Wake",24,35.856111,-78.574167,1,2018,"Ozone",NA
"211",2018-01-16,"Millbrook School","Wake",58,35.856111,-78.574167,1,2018,NA,"PM2.5"
"212",2018-01-16,"Pitt Agri. Center","Pitt",37,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"213",2018-01-16,"West Johnston Co.","Johnston",53,35.59095,-78.4622,1,2018,NA,"PM2.5"
"214",2018-01-17,"Bryson City","Swain",37,35.434767,-83.442133,1,2018,NA,"PM2.5"
"215",2018-01-17,"Castle Hayne","New Hanover",24,34.364167,-77.838611,1,2018,NA,"PM2.5"
"216",2018-01-17,"Clemmons Middle","Forsyth",55,36.026,-80.342,1,2018,NA,"PM2.5"
"217",2018-01-17,"Durham Armory","Durham",54.5,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"218",2018-01-17,"Frying Pan Mountain","Haywood",15,35.379167,-82.7925,1,2018,NA,"PM2.5"
"219",2018-01-17,"Garinger High School","Mecklenburg",28,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"220",2018-01-17,"Garinger High School","Mecklenburg",40.5,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"221",2018-01-17,"Hattie Avenue","Forsyth",47.5,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"222",2018-01-17,"Leggett","Edgecombe",38,35.988278,-77.5843,1,2018,NA,"PM2.5"
"223",2018-01-17,"Linville Falls","Avery",19,35.972347,-81.933072,1,2018,NA,"PM2.5"
"224",2018-01-17,"Mendenhall School","Guilford",51,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"225",2018-01-17,"Millbrook School","Wake",29,35.856111,-78.574167,1,2018,"Ozone",NA
"226",2018-01-17,"Millbrook School","Wake",56,35.856111,-78.574167,1,2018,NA,"PM2.5"
"227",2018-01-17,"Pitt Agri. Center","Pitt",48.5,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"228",2018-01-17,"West Johnston Co.","Johnston",66,35.59095,-78.4622,1,2018,NA,"PM2.5"
"229",2018-01-18,"Bryson City","Swain",48,35.434767,-83.442133,1,2018,NA,"PM2.5"
"230",2018-01-18,"Castle Hayne","New Hanover",30,34.364167,-77.838611,1,2018,NA,"PM2.5"
"231",2018-01-18,"Clemmons Middle","Forsyth",40,36.026,-80.342,1,2018,NA,"PM2.5"
"232",2018-01-18,"Durham Armory","Durham",45,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"233",2018-01-18,"Garinger High School","Mecklenburg",31,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"234",2018-01-18,"Garinger High School","Mecklenburg",40,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"235",2018-01-18,"Hattie Avenue","Forsyth",35,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"236",2018-01-18,"Leggett","Edgecombe",31,35.988278,-77.5843,1,2018,NA,"PM2.5"
"237",2018-01-18,"Mendenhall School","Guilford",34,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"238",2018-01-18,"Millbrook School","Wake",35,35.856111,-78.574167,1,2018,"Ozone",NA
"239",2018-01-18,"Millbrook School","Wake",54,35.856111,-78.574167,1,2018,NA,"PM2.5"
"240",2018-01-18,"Pitt Agri. Center","Pitt",38,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"241",2018-01-18,"West Johnston Co.","Johnston",50,35.59095,-78.4622,1,2018,NA,"PM2.5"
"242",2018-01-19,"Bryson City","Swain",52,35.434767,-83.442133,1,2018,NA,"PM2.5"
"243",2018-01-19,"Clemmons Middle","Forsyth",54,36.026,-80.342,1,2018,NA,"PM2.5"
"244",2018-01-19,"Durham Armory","Durham",57,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
"245",2018-01-19,"Garinger High School","Mecklenburg",22,35.2401000008895,-80.785683,1,2018,"Ozone",NA
"246",2018-01-19,"Garinger High School","Mecklenburg",49,35.2401000008895,-80.785683,1,2018,NA,"PM2.5"
"247",2018-01-19,"Hattie Avenue","Forsyth",43,36.110693332,-80.2264378,1,2018,NA,"PM2.5"
"248",2018-01-19,"Leggett","Edgecombe",25,35.988278,-77.5843,1,2018,NA,"PM2.5"
"249",2018-01-19,"Mendenhall School","Guilford",37,36.1090060008986,-79.802314,1,2018,NA,"PM2.5"
"250",2018-01-19,"Millbrook School","Wake",32,35.856111,-78.574167,1,2018,"Ozone",NA
"251",2018-01-19,"Millbrook School","Wake",55,35.856111,-78.574167,1,2018,NA,"PM2.5"
"252",2018-01-19,"Pitt Agri. Center","Pitt",34,35.6412760008938,-77.360126,1,2018,NA,"PM2.5"
"253",2018-01-19,"West Johnston Co.","Johnston",42,35.59095,-78.4622,1,2018,NA,"PM2.5"
"254",2018-01-20,"Bryson City","Swain",51,35.434767,-83.442133,1,2018,NA,"PM2.5"
"255",2018-01-20,"Castle Hayne","New Hanover",21,34.364167,-77.838611,1,2018,NA,"PM2.5"
"256",2018-01-20,"Clemmons Middle","Forsyth",63,36.026,-80.342,1,2018,NA,"PM2.5"
"257",2018-01-20,"Durham Armory","Durham",45,36.0329550008979,-78.904037,1,2018,NA,"PM2.5"
